PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
MP,Mechanical Permit,2017-131211 MP,R- 101 Single Family Houses,New,No,5705 SOUTHERNER WAY,New 1story singlefamily residence attached garage covered porch and patio,0443051102,LOT 2 BLK J BRADSHAW CROSSING SUBD SEC 12,2017/10/13,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,2096,,,1,1,,,,,,,,,,,5705 SOUTHERNER WAY,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11808424,11808424,30.1359773,-97.77078631,"(30.1359773, -97.77078631)"
DS,Driveway / Sidewalks,2017-130960 DS,Res. Driveway & Sidewalk,New,,7820 SPRINGFIELD DR,Construct 44 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0334061706,LOT 12 BLK A SPRINGFIELD SEC 4,2017/08/30,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,,,,,,,,,,,,,,,,7820 SPRINGFIELD DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11808040,11808040,30.1607954,-97.73366432,"(30.1607954, -97.73366432)"
DS,Driveway / Sidewalks,2017-130957 DS,Res. Driveway & Sidewalk,New,,7824 SPRINGFIELD DR,Construct 44 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0334061707,LOT 11 BLK A SPRINGFIELD SEC 4,2017/09/11,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/25,,,,,,,,,,,,,,,,,,,7824 SPRINGFIELD DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11808033,11808033,30.16068143,-97.73374018,"(30.16068143, -97.73374018)"
MP,Mechanical Permit,2017-129432 MP,R- 101 Single Family Houses,New,No,5109 GLOBE MALLOW DR,New 2story singlefamily residence attached garage covered entry porch and rear patio  VOLUME BUILDER,0432400606,LOT 109 BLK A GREYROCK RIDGE PHS 4,2017/09/15,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/09,,,,3391,,,2,1,,,,,,,,,,,5109 GLOBE MALLOW DR,AUSTIN,TX,78739,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11806307,11806307,30.16526367,-97.88839388,"(30.16526367, -97.88839388)"
EP,Electrical Permit,2017-127821 EP,R- 101 Single Family Houses,New,No,1809 CEDAR RIDGE DR,new 3 bedroom 3 bath single family residence with attached garage,0305060422,LOT 22 BLK C COLORADO HILLS ESTATES SEC 2,2017/08/18,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/04/09,,,,3507,,,2,1,,,,,,,,,,,1809 CEDAR RIDGE DR,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11804415,11804415,30.23667031,-97.73239152,"(30.23667031, -97.73239152)"
MP,Mechanical Permit,2017-125604 MP,R- 101 Single Family Houses,New,No,14217 IVEANS WAY,New construction single family residential 2story 5 bedroom 45 bath with attached 25 car garage covered porch and covered patio,R541972,,2017/09/11,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/18,,,,4760,,,2,1,,,,,,,,,,,14217 IVEANS WAY,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11801835,11801835,30.48793727,-97.75134302,"(30.48793727, -97.75134302)"
MP,Mechanical Permit,2017-125050 MP,R- 101 Single Family Houses,New,No,13105 MERIDIAN PARK BLVD,new single story 4 bed 45 bath single family residence with attached 3 car garage,R132638,,2017/09/08,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,,6271,,,1,1,,,,,,,,,,,13105 MERIDIAN PARK BLVD,AUSTIN,TX,78652,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11801186,11801186,30.17635412,-97.92635144,"(30.17635412, -97.92635144)"
EP,Electrical Permit,2017-119952 EP,Sign Permit,Wall,No,2121 E OLTORF ST UNIT 12-B,Installation of new wall signage for Het Say,0307050814,TRT B WILLOW CREEK COMMERCIAL,2017/09/22,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,,,,,,,,,$500.00,,,,,,,2121 E OLTORF ST UNIT 12-B,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11795348,11795348,30.23015309,-97.7325797,"(30.23015309, -97.7325797)"
PP,Plumbing Permit,2017-119750 PP,R- 101 Single Family Houses,New,No,12509 MORELIA WAY,New 1story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,0449150901,,2017/08/25,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/03/21,,,,2842,,,1,1,,,,,,,,,,,12509 MORELIA WAY,AUSTIN,TX,78652,5,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11795115,11795115,30.12287912,-97.8079277,"(30.12287912, -97.8079277)"
MP,Mechanical Permit,2017-110886 MP,R- 101 Single Family Houses,New,No,5816 EDEN DR,New 1story singlefamily residence attached garage covered porch and patio  PRODUCTION BUILDER,0443051114,LOT 14 BLK J BRADSHAW CROSSING SUBD SEC 12,2017/08/23,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/12,,,,2138,,,1,1,,,,,,,,,,,5816 EDEN DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11784852,11784852,30.1353359,-97.76952183,"(30.1353359, -97.76952183)"
MP,Mechanical Permit,2017-110751 MP,R- 102 Secondary Apartment,New,No,2201 RICHCREEK RD,New 3 bedroom 2 bath rear dwelling unit,0236061328,ABS 697 SUR 7 SPEAR G W 60 X 191FT,2017/07/14,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/28,,,,1398,,,1,1,,,,,,,,,,,2201 RICHCREEK RD,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11784689,11784689,30.34954106,-97.73276348,"(30.34954106, -97.73276348)"
MP,Mechanical Permit,2017-110750 MP,R- 101 Single Family Houses,New,No,2201 RICHCREEK RD,New SF 5 bed and 45 house,0236061328,ABS 697 SUR 7 SPEAR G W 60 X 191FT,2017/07/14,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/28,,,,3590,,,2,1,,,,,,,,,,,2201 RICHCREEK RD,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11784686,11784686,30.34954106,-97.73276348,"(30.34954106, -97.73276348)"
EP,Electrical Permit,2017-108827 EP,R- 101 Single Family Houses,New,No,2214 BETTYLOU LN,New 2story singlefamily residence attached garage covered entry porch and patio   VOLUME BUILDER,0239281914,LOT 14 BLK Q PIONEER HILL SEC 2,2017/08/16,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/12,,,,2986,,,2,1,,,,,,,,,,,2214 BETTYLOU LN,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11782421,11782421,30.35566873,-97.66197052,"(30.35566873, -97.66197052)"
EP,Electrical Permit,2017-107709 EP,R- 101 Single Family Houses,New,No,10206 FULTON AVE,New 1story singlefamily residence attached garage covered porch and patio  VOLUME  BUILDER,0239281912,LOT 12 BLK Q PIONEER HILL SEC 2,2017/08/15,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/12,,,,1939,,,1,1,,,,,,,,,,,10206 FULTON AVE,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11780933,11780933,30.35570376,-97.66167144,"(30.35570376, -97.66167144)"
DS,Driveway / Sidewalks,2017-103205 DS,Res. Driveway & Sidewalk,New,,6909 NUTRIA RUN,Construct 34 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0334061803,LOT 3 BLK B SPRINGFIELD SEC 4,2017/08/16,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/02/17,,,,,,,,,,,,,,,,,,,6909 NUTRIA RUN,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11775689,11775689,30.15903834,-97.73381919,"(30.15903834, -97.73381919)"
MP,Mechanical Permit,2017-100377 MP,R- 101 Single Family Houses,New,No,1425 MORNING MOON CIR,New 2story singlefamily residence attached garage covered porticos 2 covered entry porch and outdoorliving rear patio  VOL BUILD PROJECT,0131530601,LOT 14 BLK C MCCORMICK RANCH ON LAKE AUSTIN PHS 2,2017/07/18,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/16,,,,5150,,,2,1,,,,,,,,,,,1425 MORNING MOON CIR,AUSTIN,TX,78732,6,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11772384,11772384,30.33610965,-97.91524761,"(30.33610965, -97.91524761)"
PP,Plumbing Permit,2017-099681 PP,R- 101 Single Family Houses,New,No,1309 MAIER DR,New 2story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0260331206,LOT 26 BLK A FORT DESSAU PHS 3,2017/07/31,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/02/11,,,,3418,,,2,1,,,,,,,,,,,1309 MAIER DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11771493,11771493,30.41128189,-97.64026312,"(30.41128189, -97.64026312)"
MP,Mechanical Permit,2017-098969 MP,R- 101 Single Family Houses,New,No,9704 BADEN LN,New 1story singlefamily residence attached garage covered porch and patio  VOLUME BUILDER,0239281908,LOT 8 BLK Q PIONEER HILL SEC 2,2017/08/01,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/13,,,,1921,,,1,1,,,,,,,,,,,9704 BADEN LN,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11770729,11770729,30.3560122,-97.66195467,"(30.3560122, -97.66195467)"
EP,Electrical Permit,2017-096561 EP,R- 434 Addition & Alterations,Addition and Remodel,No,3300 FUNSTON ST,Partial Demo of rear wall of house adjacent to existing dining  kitchen Single story addition to property backing up to MOPAC improvements  Addition of a Master Bedroom Bathroom  Powder Room in rear of existing 1 story SF res relocate existing electric service due to addition,0120010209,01537AC OF LOT 20 BRYKERWOODS ANNEX,2017/06/02,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/27,,1197,,1469,,,1,1,,,,$10000.00,,,,,,,3300 FUNSTON ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11767788,11767788,30.30715781,-97.75712761,"(30.30715781, -97.75712761)"
DS,Driveway / Sidewalks,2017-095599 DS,Res. Driveway,New,,4608 SANTA ANNA ST,Construct new 20' driveway approach  Sidewalk fee paid in lieu of construction  Shall meet all city standardsnmtnew 325 2 story res with attached garage,0209191313,LOT 5 BLK 3 CHERNOSKY NO 7,2017/06/28,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/04,,,,,,,,,,,,,,,,,,,4608 SANTA ANNA ST,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11766522,11766522,30.27560052,-97.68814565,"(30.27560052, -97.68814565)"
PP,Plumbing Permit,2017-091167 PP,R- 101 Single Family Houses,New,No,406 W MILTON ST,new 44 2 story sing fam res,0400000411,LOT 2 MAYITO SUBD PRORATE 1252017 TO 12312017,2017/04/21,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/03/06,,,,3772,,,2,1,,,,,,,,,,,406 W MILTON ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11761536,11761536,30.24823718,-97.75451483,"(30.24823718, -97.75451483)"
DS,Driveway / Sidewalks,2017-091164 DS,Res. Driveway & Sidewalk,New,,7813 SPRINGFIELD DR,Construct 44 LF of new sidewalk and 16' driveway approach  Shall meet all city standards izzNew 2story singlefamily residence attached garage covered entry porch and patio,0334061911,LOT 11 BLK C SPRINGFIELD SEC 4,2017/07/21,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/26,,,,,,,,,,,,,,,,,,,7813 SPRINGFIELD DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11761525,11761525,30.16074975,-97.73304204,"(30.16074975, -97.73304204)"
EP,Electrical Permit,2017-084939 EP,Commercial,Repair,No,700 E 11TH ST,Electrical work for change out of 20 ton condensor,0208051405,LOT 13 BLOCK 141 ORIGINAL CITY TOTAL SQ FT 35190,2017/07/11,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/16,,,0,,,,0,0,,,,$2500.00,,,,,,,700 E 11TH ST,AUSTIN,TX,78701,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11754194,11754194,30.27111367,-97.73378932,"(30.27111367, -97.73378932)"
EP,Electrical Permit,2017-074341 EP,R- 101 Single Family Houses,New,No,4800 SPRINGDALE RD,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0215210401,,2017/06/02,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/06/17,,,,2861,,,2,1,,,,,,,,,,,4800 SPRINGDALE RD,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11741669,11741669,30.29164845,-97.67920884,"(30.29164845, -97.67920884)"
EP,Electrical Permit,2017-027593 EP,R- 102 Secondary Apartment,New,No,2601 E 4TH ST,new 2 bedroom 2 bathroom 2 story secondary apartment,0202110701,LOT 6 BLK 3 OLT 11 DIV O CHERNOSKY M E,2016/10/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/29,,,,1337,,,2,1,,,,,,,,,,,2601 E 4TH ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11685494,11685494,30.2563674,-97.71412561,"(30.2563674, -97.71412561)"
EP,Electrical Permit,2017-027591 EP,R- 101 Single Family Houses,New,No,2601 E 4TH ST,new  3 bedroom 35 bathroom 2 story residence with exempted atttic,0202110701,LOT 6 BLK 3 OLT 11 DIV O CHERNOSKY M E,2016/10/07,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/05/29,,,,2668,,,2,1,,,,,,,,,,,2601 E 4TH ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11685491,11685491,30.2563674,-97.71412561,"(30.2563674, -97.71412561)"
PP,Plumbing Permit,2017-024690 PP,Residential,Repair,No,404 W MILTON ST,cap off water and waste water,0400000409,LOT 1 BLK A BECKERS GUS F SUBD PRORATE 1252017 TO 12312017,2017/01/27,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2019/03/02,,,0,,,,1,1,,,,,,,,$500.00,,,404 W MILTON ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11681915,11681915,30.24810704,-97.75433456,"(30.24810704, -97.75433456)"
DS,Driveway / Sidewalks,2016-096692 DS,Res. Driveway & Sidewalk,New,,6029 FLORENCIA LN,Construct 50 LF of new sidewalk new 20 LF of walkway from sidewalk to residence and a new 24' driveway approach from the alley  Alley is private  Shall meet all city standardsnmtNew 2story singlefamily residence attached garage covered entry porch and patio  VOL BUILD PROJECT,0215360208,LOT 25 BLK K MEADOWS AT TRINITY CROSSING PHS 2B1 AMENDED PLAT OF,2016/07/28,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/03/11,,,,,,,,,,,,,,,,,,,6029 FLORENCIA LN,AUSTIN,TX,78724,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11580759,11580759,30.2912609,-97.64216042,"(30.2912609, -97.64216042)"
PP,Plumbing Permit,2018-001582 PP,Residential,Repair,No,2419 EUCLID AVE,Tunnel to repair drain lines to existing primary residence,0404020427,LOT 26 FOREST WOOD,2018/01/04,2018/01/04,THURSDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,0,,,,1,1,,,,,,,,$16000.00,,,2419 EUCLID AVE,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11846540,11846540,30.23893567,-97.75643251,"(30.23893567, -97.75643251)"
EP,Electrical Permit,2018-001462 EP,Residential,Repair,No,12109 ROBIN RIDGE LN,Emergency replace outside electric panel and breakers to existing residence occupied,R078123,WOODLAND VILLAGE OF ANDERSON MILL SEC 1 BLOCK C LOT 23,2018/01/04,2018/01/04,THURSDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,0,,,,1,1,,,,$2500.00,,,,,,,12109 ROBIN RIDGE LN,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11846387,11846387,30.45110676,-97.79767791,"(30.45110676, -97.79767791)"
EP,Electrical Permit,2018-001270 EP,Commercial,Upgrade,No,2011 WHITIS AVE,upgrade existing electic service for existing parking lot lighting and existing food trailer,0212030512,LOT 2225 OLT 21 DIV D HORSTS LOUIS SUBD,2018/01/04,2018/01/04,THURSDAY,2018,2018,Yes,Permit Center,Active,2018/07/05,,,0,,,,1,1,,,,$1200.00,,,,,,,2011 WHITIS AVE,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11846134,11846134,30.28331434,-97.74058472,"(30.28331434, -97.74058472)"
EP,Electrical Permit,2018-000829 EP,Commercial,Repair,No,12403 MELLOW MEADOW DR UNIT 408,Replacement of an existing main breaker and wiring leading up to breaker,R056943,ANDERSON MILL EAST SEC 4A AMENDED  SEC 4B LOT 1 ACRES 7233 AND PERSONAL PROPERTY,2018/01/03,2018/01/03,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,0,,,,1,1,,,,$4000.00,,,,,,,12403 MELLOW MEADOW DR UNIT 408,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845560,11845560,30.45714163,-97.79631906,"(30.45714163, -97.79631906)"
PP,Plumbing Permit,2018-000775 PP,R- 435 Renovations/Remodel,Repair,No,503 SEMINOLE DR,replace toilet shower plumbing removal upgrade tub to shower conversion,0415040205,LOT 36 BLK L GREENWOOD HILLS SEC 6,2018/01/03,2018/01/03,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,1,,,,1,1,,,,,,,,$5000.00,,,503 SEMINOLE DR,AUSTIN,TX,78745,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845498,11845498,30.20995692,-97.76512523,"(30.20995692, -97.76512523)"
BP,Building Permit,2018-000775 BP,R- 435 Renovations/Remodel,Repair,No,503 SEMINOLE DR,replace toilet shower plumbing removal upgrade tub to shower conversion,0415040205,LOT 36 BLK L GREENWOOD HILLS SEC 6,2018/01/03,2018/01/03,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,1,,$10000.00,$10000.00,1,1,,$5000.00,,$0.00,,$0.00,,$5000.00,,,503 SEMINOLE DR,AUSTIN,TX,78745,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845497,11845497,30.20995692,-97.76512523,"(30.20995692, -97.76512523)"
BP,Building Permit,2018-000774 BP,R- 435 Renovations/Remodel,Repair,No,1104 VALDEZ ST,foundation repair,0307170703,LOT 23 BLK 5 CHERNOSKY NO 16,2018/01/03,2018/01/03,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,1,,$10000.00,$10000.00,1,1,,$10000.00,,$0.00,,$0.00,,$0.00,,,1104 VALDEZ ST,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845496,11845496,30.2308135,-97.69520972,"(30.2308135, -97.69520972)"
MP,Mechanical Permit,2018-000638 MP,Residential,Change Out,No,8911 TWEED BERWICK DR,Replacement of complete existing central heat and air system with or without duct work,0166131501,LOT 1 BLK H PARK AT SPICEWOOD SPRINGS PHS 1 SEC III,2018/01/03,2018/01/04,THURSDAY,2018,2018,Yes,Permit Center,Final,2018/07/03,2018/01/05,,,,,,,,,,,,,$7100.00,,,,,8911 TWEED BERWICK DR,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11845337,11845337,30.4288186,-97.79227854,"(30.4288186, -97.79227854)"
EP,Electrical Permit,2017-139508 EP,R- 434 Addition & Alterations,Addition and Remodel,No,1914 EAST SIDE DR,New 1story enclosed patio addition to existing 1story SFR,0302020225,LOT 19 BLK 4 BLUE BONNET HILLS,2017/10/16,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,1010,0,180,,,1,1,,,,$0.00,,,,,,,1914 EAST SIDE DR,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11818288,11818288,30.24272036,-97.7466194,"(30.24272036, -97.7466194)"
PP,Plumbing Permit,2017-138790 PP,Residential,Repair,No,1200 HASKELL ST,Cap off W and WW yard lines to demo house,0202050126,LOT 2526 BLK A OLT 56 DIV O FREE  WILLIAMS SUBD,2017/10/11,2018/01/05,FRIDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,,0,,,,1,1,,,,,,,,$0.00,,,1200 HASKELL ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11817473,11817473,30.25545094,-97.7344898,"(30.25545094, -97.7344898)"
EP,Electrical Permit,2017-137901 EP,C- 329 Com Structures Other Than Bldg,New,No,1010 W 10TH ST,New Construction accessory Swimming Pool to existing MultiFamily  Res,0109011301,,2017/09/14,2018/01/07,SUNDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,,,275,,,0,1,,,$5000.00,,,,,,,,1010 W 10TH ST,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11816459,11816459,30.27545557,-97.75293215,"(30.27545557, -97.75293215)"
EP,Electrical Permit,2017-137342 EP,C-1000 Commercial Remodel,Remodel,No,5704 W US 290 HWY WB,INTERIOR REMODELTO EXISTING OFFICE SPACE,0406280707,LOT 1 OVERSTREET ADDN,2017/10/03,2017/12/13,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/07/08,,,2999,,,,1,1,,,,$0.00,,,,,,,5704 W US 290 HWY WB,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11815819,11815819,30.23712426,-97.84622792,"(30.23712426, -97.84622792)"
